candidate_id,source_candidate_id,behavioral_fingerprint,rank_score,predicted_tradability,replay_worthiness,candidate_class,trade_density_risk,cost_fragility_risk,regime_concentration_risk,hold_sanity_risk,overlap_duplication_risk,clustering_risk,thin_evidence_risk,transfer_risk_prior,aggregate_risk,activation_density,entry_overlap_score,exit_overlap_score,pnl_correlation_risk,failure_pattern_similarity,side_distribution,hold_distribution,regime_activation_map
s47_632bf69f5a613f84,s39_2b7ac5763ba9b9,63fcd638208295809749,0.4474142388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_b3b2ba6d8ef9cd3d,s39_78aea15b158bae,c15153efb71b8db3d826,0.4474142388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_2eb33255ccc42afd,s39_6477f4ddac2665,efa1ec9ac1549ad5d790,0.44452673888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_5af55985905843b1,s39_924a3b2912d2eb,d2190e826d4c93a427b2,0.44452673888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_6f127114055f4bc9,s39_18baa76a204a8e,ad3e95d3555deb769319,0.44452673888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_6c751e93d49ebfbf,s39_78aea15b158bae,0049dd5759eae70cbdc8,0.4430142388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_e22e26062fd0f8ee,s39_2b7ac5763ba9b9,31db5d10caf09cfbbe90,0.4430142388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_66781f96aec8d3a9,s39_18baa76a204a8e,3c24be991c81334591c4,0.4401267388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_70766443ab0946b6,s39_6477f4ddac2665,a86174977917265dd84d,0.4401267388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_f219b1d7bb4bd4d7,s39_924a3b2912d2eb,854afec9c9071edd46c6,0.4401267388888888,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_07f5d74fb6699259,s39_95a2b0f878c371,24053d45518ba4fff74d,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_1bb22e08faebe5ae,s39_50d4f67dbdfa4a,521b4cfbfbeb489ea31b,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_7f65129b7d3a6fd0,s39_2143d9b09cbcc0,e56e788a0a23ba004f05,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_8ddaced32cdbfd5e,s39_89785821c6bdb1,c0092cc211432a9c5505,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_8e24b29765f66913,s39_74a3a322dbbc72,cd6ded77db587945d29d,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_c1d9e7f11941c313,s39_ccbcbbc20a0ec7,1df29649d21b823e1191,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_cf108490a0c33bb9,s39_f339e9f78cc725,b5236690f7a67af53b77,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_e24e54a3d2796df5,s39_f17827451b4e53,9c4312a204dab92209eb,0.43971423888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_1c8042140438bd6c,s39_78aea15b158bae,9cecb6688d9b012294a6,0.43861423888888884,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_937b8a621e89dc1c,s39_2b7ac5763ba9b9,06a111dde62579edecf7,0.43861423888888884,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_612778a3ba1fa80c,s39_b2fd76c221fc4a,df4a1dcbe0a81fdec32f,0.43682673888888884,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_5371ae561f81b283,s39_6477f4ddac2665,fc70eca16cfcc611a859,0.43572673888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_9ed1c63e900c8490,s39_18baa76a204a8e,f77a2978588db5bb0a09,0.43572673888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_d4a54811d277450a,s39_924a3b2912d2eb,02ef4570fac6e31deb0e,0.43572673888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_852cd0bf2a67719d,s39_89785821c6bdb1,45008073eba828dee514,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_905d89b5d39ae0c6,s39_2143d9b09cbcc0,9b4a9649199f7e0f464f,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_9672a587222aa656,s39_50d4f67dbdfa4a,0204d91ff08cd05e4283,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_97ee22b386531b4e,s39_ccbcbbc20a0ec7,0edd644820a44e9add43,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_a1bbc526b6caa70e,s39_95a2b0f878c371,debb7a3e75b1bdf05041,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_c4ffa19882db3de7,s39_74a3a322dbbc72,75d3ef587cf00e9c907c,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_e796f0baf2454006,s39_f17827451b4e53,f178b4cae8cad1104dfe,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_ff77b8713f5b3e6e,s39_f339e9f78cc725,cb9a07d7dd7c27236fe4,0.43531423888888887,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_03e7c8228bccf017,s39_b2fd76c221fc4a,2a65fe2afdc27a9f2614,0.43242673888888883,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_2d460ba3de97e9c6,s39_4cc80d8d06c9e3,2ce0ba47d47718c17479,0.43201423888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_5f22de7a90d15d32,s39_d225927239c317,5ded734b07a30602e764,0.43201423888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_8aa63f37ab40825b,s39_264423e11d9e0e,99157ffb752d480b75cb,0.43201423888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_8c96f83ac0135ce0,s39_a55dd5f3f93f31,ca239cab470ddf49c057,0.43201423888888885,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_10c730da447722cc,s39_74a3a322dbbc72,d0569d8436a55fae6be8,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_1c06efa560651e05,s39_95a2b0f878c371,40107a8b9c35d3f470d0,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_1e64f455f470d4c7,s39_89785821c6bdb1,e91256825a0dc4470620,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_368203bbff2cbbfc,s39_ccbcbbc20a0ec7,e3d8a961e4b735d2b418,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_64260d5743daac0e,s39_2143d9b09cbcc0,1187846806633ebf92ca,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_84c7fe52e438e762,s39_50d4f67dbdfa4a,f55375360bc411795dc3,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
s47_aecaa0aa36ebc077,s39_f17827451b4e53,81a90e5051085620e9e6,0.43091423888888886,0.42387569999999997,1,promising_but_unproven,0.0,0.5,0.273743,0.125,1.0,1.0,0.0,0.0,0.362342875,0.24861111,1.0,0.58888889,1.0,0.86296296,"{""long_share"": 0.391061, ""short_share"": 0.608939}","{""expected_hold_bars"": 0}","{""compression"": 0.273743, ""range"": 0.184358, ""shock"": 0.189944, ""trend_down"": 0.217877, ""trend_up"": 0.134078}"
